category,top_keys
政治,"[('台灣', 65), ('蓬佩奧', 22), ('中國', 16), ('陳時中', 13), ('中選會', 13), ('蘇貞昌', 12), ('立法院', 12), ('外交部', 11), ('林佳龍', 11), ('韓國', 9), ('柯志恩', 9), ('楊文科', 9), ('高雄', 8), ('黃偉哲', 8), ('憲法', 8), ('田中光', 7), ('美國', 7), ('鄭炳元', 7), ('考選部', 7), ('司法院', 7), ('早安世界', 6), ('聯合國', 6), ('台北', 6), ('考試院', 6), ('吳釗燮', 6), ('澳洲', 5), ('台海', 5), ('行政院', 5), ('國民黨', 5), ('內政部', 5), ('台南', 5), ('台北市', 5), ('彭揚凱', 5), ('鄭優', 5), ('少年事件處理法', 5), ('台商', 5), ('戴維森', 4), ('新北', 4), ('賴清德', 4), ('民進黨', 4), ('民進黨團', 4), ('東南亞', 4), ('竹北', 4), ('美方', 3), ('中國共產黨', 3), ('Michael Pompeo', 3), ('台灣人', 3), ('日本', 3), ('余天', 3), ('蔡英文', 3), ('總統府', 3), ('朝野黨團', 3), ('移民署', 3), ('國防部', 3), ('蔣萬安', 3), ('台北市長', 3), ('陳其邁', 3), ('少年法院', 3), ('鍾瀞儀', 3), ('謝蕓梃', 3), ('雷虎小組', 3), ('黃慈婷', 3), ('中華民國', 3), ('林為洲', 3), ('竹北市', 3), ('童振源', 3), ('藍鶯', 3), ('AIT', 3), ('格瑞那丁', 2), ('匈牙利貿易辦事處', 2), ('聖文森', 2), ('印尼', 2), ('印太', 2), ('中共', 2), ('陸委會', 2), ('鄭弘儀', 2), ('行政院長', 2), ('侯友宜', 2), ('新北市', 2), ('台南殺警案', 2), ('游錫堃', 2), ('立法院長', 2), ('中央社', 2), ('王定宇', 2), ('外交部長', 2), ('中央', 2), ('高雄市社會局', 2), ('天觀機', 2), ('新竹縣長', 2), ('新竹縣', 2), ('泉裕泰', 2), ('安倍', 2), ('GCTF', 2), ('德經', 1), ('柏安卓', 1), ('Balazs Szabo', 1), ('戴博斯', 1), ('Sulistyono Tarno', 1), ('Neijon Rema Edwards', 1), ('Axel Limberg', 1), ('艾芮瓊', 1), ('吐瓦魯國大使館', 1), ('巴布亞紐幾內亞', 1), ('台灣智慧農業週', 1), ('蘇迪佑', 1), ('馬紹爾群島', 1), ('史瓦帝尼王國大使館', 1), ('田中光韓', 1), ('台灣國際漁業展', 1), ('林百科', 1), ('何瑞萍', 1), ('Sharon Ho Swee Peng', 1), ('Andrea Clare Bowman', 1), ('馬來西亞友誼及貿易中心', 1), ('南韓', 1), ('三立電視台', 1), ('蓬佩奧黃偉哲', 1), ('習近平', 1), ('兩岸', 1), ('美國印太司令部', 1), ('戴維森金融時報', 1), ('Philip Davidson', 1), ('中國派', 1), ('新北大', 1), ('新北市長', 1), ('余苑綺', 1), ('三重區綜合體育館', 1), ('日葵廣場', 1), ('余天三', 1), ('羅致政', 1), ('立委', 1), ('蘇巧慧', 1), ('韓方', 1), ('加拿大', 1), ('澎湖', 1), ('親民黨', 1), ('宋楚瑜', 1), ('許光漢', 1), ('韓星BTS', 1), ('晶片四方聯盟', 1), ('行政院經貿談判辦公室', 1), ('韓國代表部', 1), ('蔡清祥', 1), ('鄧振中', 1), ('韓流', 1), ('玉山', 1), ('李大維', 1), ('台北韓國代表部', 1), ('法務部長', 1), ('玉山頂台韓觀光交流會議', 1), ('韓聯社', 1), ('首爾', 1), ('立法院內政委員會', 1), ('立法院程序委員會', 1), ('警政署長', 1), ('柯建銘', 1), ('郭建伸', 1), ('黃明昭', 1), ('條例', 1), ('外役監條例', 1), ('王承中', 1), ('交通部', 1), ('中央流行疫情指揮中心', 1), ('外交部領事事務局', 1), ('阿勇師漂亮莊園', 1), ('Twitter', 1), ('陳唐山', 1), ('美國眾議院', 1), ('鳳梨乾', 1), ('蓬佩奧陸', 1), ('Nancy Pelosi', 1), ('眾議院', 1), ('台南市長', 1), ('歸仁區', 1), ('裴洛西', 1), ('考試院會', 1), ('台海周邊空域活動示意圖', 1), ('西南', 1), ('議會', 1), ('美國紐約', 1), ('黃珊珊', 1), ('社會住宅推動聯盟', 1), ('社會住宅推動聯盟辦公室', 1), ('鄭優投', 1), ('裴偉', 1), ('NCC', 1), ('聯合新聞網', 1), ('鄭優公司', 1), ('TVBS移頻無關聯 ', 1), ('阿彌陀佛', 1), ('鏡電視', 1), ('大旗美農會', 1), ('國民黨高雄市議會黨團', 1), ('陳其邁國', 1), ('陳其邁柯志恩', 1), ('童燕珍', 1), ('台電', 1), ('7高雄', 1), ('高雄市幼兒教育協會', 1), ('高雄市公托', 1)]"
科技,"[('NASA', 23), ('地球', 21), ('迪莫弗斯', 21), ('Meta', 17), ('YouTube', 16), ('國際太空站', 14), ('美國', 12), ('台灣', 12), ('俄國', 12), ('英特爾', 11), ('早安世界', 9), ('美國國家航空暨太空總署', 8), ('法新社', 7), ('Google', 6), ('迪迪莫斯', 6), ('烏克蘭', 5), ('歐洲太空總署', 5), ('冰川', 5), ('阿騰葉夫', 4), ('戴爾', 4), ('伊恩', 4), ('瑞士', 4), ('台積電', 4), ('諾貝爾獎', 4), ('克利斯托佛瑞提', 3), ('義大利', 3), ('台北榮總', 3), ('戴爾科技集團', 3), ('美國有線電視新聞網', 3), ('CNN', 3), ('阿爾卑斯山', 3), ('路透社', 3), ('大金字塔', 3), ('日本', 3), ('iOS ', 3), ('馬雅人', 3), ('文學獎', 3), ('克利斯托佛瑞', 2), ('美國人', 2), ('洪偉淦', 2), ('LICIACube', 2), ('廖仁祥', 2), ('赫斯', 2), ('法國', 2), ('UCIe', 2), ('三星', 2), ('Intel Core處理器', 2), ('季辛格', 2), ('Intel Core', 2), ('Intel Unison', 2), ('美東', 2), ('NHC', 2), ('佛州', 2), ('iPhone ', 2), ('16.0.2', 2), ('Facebook', 2), ('陳憶寧', 2), ('阿斯頓大學', 2), ('布里塞特', 2), ('俄羅斯', 2), ('哈薩克', 2), ('波瑞索夫', 2), ('俄羅斯聯邦太空總署', 2), ('盧比歐', 2), ('物理獎', 2), ('馬雅', 2), ('Samantha Cristoforetti', 1), ('俄籍', 1), ('義大利空軍', 1), ('蘇聯', 1), ('ISS', 1), ('俄羅斯人', 1), ('冷戰', 1), ('克利斯托佛瑞提曾', 1), ('Oleg Artemyev', 1), ('European Space Agency', 1), ('美國籍', 1), ('歐洲', 1), ('Reels', 1), ('Meta公司', 1), ('Facebook Reels', 1), ('香港區', 1), ('CNET', 1), ('DART團隊', 1), (' Curtin University', 1), ('澳洲科廷大學', 1), ('米爾科維奇', 1), ('Katarina Miljkovic', 1), ('台北榮民總醫院', 1), ('台北榮總民總醫院大數據中心', 1), ('朱原嘉', 1), ('台灣戴爾科技集團', 1), ('Ipsos', 1), ('Shoppable Ads', 1), ('普索', 1), ('Brandcast', 1), ('丁樂恩', 1), ('電子報', 1), ('台灣人', 1), ('NASA探索系統開發部門', 1), ('Bill Nelson', 1), ('Jim Free', 1), ('月球', 1), ('佛里NASA', 1), ('佛里', 1), ('尼爾森', 1), ('Matthias Huss', 1), ('GLAMOS', 1), ('瑞士冰川監測網絡', 1), (' IPCC', 1), ('阿爾卑斯', 1), ('Michelle Johnston Holthaus', 1), ('霍特豪斯', 1), ('Intel Innovation大會', 1), ('Intel Evo', 1), ('Intel Foundry Services', 1), ('PC客戶運算事業群', 1), ('惠普', 1), ('張曉強', 1), ('超微', 1), ('微軟', 1), ('小晶片互連產業聯盟', 1), ('日月光投控', 1), ('聯想', 1), ('高通', 1), ('加州', 1), ('宏碁', 1), ('Pat Gelsinger', 1), ('Universal Chiplet Interconnect Express', 1), ('美國全國公共電台', 1), ('NPR', 1), ('NASA行星科學部門', 1), ('華府', 1), ('葛雷茲', 1), ('Lori Glaze', 1), ('綜合法新社', 1), ('韋伯', 1), ('Kennedy Space Center', 1), ('佛羅里達州', 1), ('US National Hurricane Center', 1), ('美國國家颶風中心', 1), ('NASA）', 1), ('甘迺迪太空中心', 1), ('Vehicle Assembly Building', 1), ('阿提米絲', 1), ('牙買加', 1), ('Didymos', 1), ('台北', 1), ('史泰勒', 1), ('Tom Statler', 1), ('朝地球', 1), ('中村', 1), ('中村智樹', 1), ('東北大學', 1), ('龍宮', 1), ('科學雜誌', 1), ('iPhone X', 1), ('iPhone 14 Pro Max', 1), ('iPhone XR', 1), ('蘋果公司', 1), ('Oversight Board', 1), ('監察委員會', 1), (' Meta', 1), ('亞太區', 1), ('全球獨立監察委員會', 1), ('伯明罕', 1), ('英格蘭', 1), ('杜倫大學', 1), ('法國國家科學研究中心', 1), ('烏斯頓', 1), ('Jackie Blissett', 1), ('National Centre for Scientific Research', 1), ('Burgundy', 1), ('Beyza Ustun', 1), ('Aston University', 1), ('Fetal and Neonatal Research Lab', 1), ('CNRS', 1), ('布根地', 1), ('英國', 1), ('Birmingham', 1), ('杜倫大學（Durham University', 1), ('太空站', 1), ('佩捷林', 1), ('羅戈辛', 1), ('Frank Rubio', 1), ('Roscosmos', 1), ('義大利人', 1), ('Sergey Prokopyev', 1), ('Yuri Borisov', 1), ('ESA', 1), ('俄國人', 1), ('加拿大', 1), ('格林', 1), ('蒲亭', 1), ('Dmitry Rogozin', 1), ('俄羅斯太空總署', 1), ('普羅柯皮耶夫', 1), ('Vladimir Putin', 1), ('Dmitry Petelin', 1), ('哈薩克貝康諾太空發射場', 1)]"
運動,"[('台灣', 30), ('王柏融', 21), ('賈吉', 14), ('兄弟隊', 13), ('美聯', 12), ('龍隊', 11), ('黃暐傑', 11), ('谷毛唯嘉', 8), ('陳偉殷', 8), ('林岳平', 7), ('桃猿隊', 7), ('歐洲', 7), ('T1聯盟', 6), ('奧特羅', 6), ('林智勝', 6), ('戴維斯', 6), ('中華', 5), ('林書逸', 5), ('王偉祥', 5), ('曾文鼎', 5), ('美國', 5), ('洋基', 5), ('ELEVEN SPORTS集團', 5), ('林昀儒', 5), ('卡達', 4), ('COVID-19', 4), ('郭嚴文', 4), ('中信', 4), ('早安世界', 4), ('日本', 4), ('馬瑞斯', 4), ('楊昆弼', 4), ('成都', 4), ('胡智為', 3), ('味全龍', 3), ('獅隊', 3), ('法新社', 3), ('蔡齊哲', 3), ('克羅埃西亞', 3), ('劉志威', 3), ('劉孟竹', 3), ('張樹人', 3), ('千葉羅德海洋隊', 3), ('布里悍', 3), ('鄧儒宗', 3), ('台灣人', 3), ('奧運', 3), ('火腿隊', 3), ('中國', 3), ('味全龍隊', 2), ('統一獅', 2), ('李凱威', 2), ('。龍隊', 2), ('王維中', 2), ('世界盃', 2), ('世足賽', 2), ('FIFA', 2), ('卡達衛生部', 2), ('國際足球總會', 2), ('中信兄弟球團', 2), ('洲際棒球場', 2), ('陳文杰', 2), ('德保拉', 2), ('洪健堯', 2), ('台灣運彩xT1聯盟', 2), ('T1', 2), ('蔣淯安', 2), ('台鋼', 2), ('蔡尚樺', 2), ('旅日', 2), ('日職', 2), ('北海道', 2), ('羅德', 2), ('札幌', 2), ('英超', 2), ('阪神虎隊', 2), ('日籍', 2), ('藍鳥', 2), ('Roger Maris', 2), ('MLB紐約洋基', 2), ('Aaron Judge', 2), ('多倫多藍鳥', 2), ('藍鳥牛棚', 2), ('MLB', 2), ('旅美', 2), ('巨人隊', 2), ('桃猿', 2), ('林泓育', 2), ('布里', 2), ('王正棠', 2), ('富邦', 2), ('谷德溫', 2), ('DAZN', 2), ('ELEVEN SPORTS TAIWAN', 2), ('ELEVEN SPORTS', 2), ('羅德隊', 2), ('體育署', 2), ('世界桌球團體錦標賽', 2), ('德國', 2), ('偉關晴光', 2), ('中華職棒味全龍', 1), ('獅隊第5至7局', 1), ('葉總', 1), ('胡智', 1), ('鄭凱文', 1), ('Rainel Rosario', 1), ('MVP王維中', 1), ('味全龍王維', 1), ('郭阜林', 1), ('台南棒球場', 1), ('龍  連', 1), ('羅薩', 1), ('。獅隊', 1), ('2022卡達世足賽', 1), ('路透社', 1), ('精聯', 1), ('衛生部', 1), ('Supreme Committee for Delivery and Legacy）', 1), ('建設與傳承最高委員會', 1), ('本屆世足賽', 1), ('輔大', 1), ('波斯灣', 1), ('COVID-19疫情', 1), ('卡達世足賽', 1), ('World Cup', 1), ('林承飛', 1), ('Jose De Paula', 1), ('樂天桃猿隊', 1), ('朱育賢', 1), ('陳晨威', 1), ('9局', 1), ('林哲瑄', 1), ('林智平', 1), ('Dylan Covey', 1), ('Bradin Hagens', 1), ('台灣高爾夫俱樂部', 1), ('三商杯高爾夫邀請賽', 1), ('第36屆三商杯高爾夫邀請賽', 1), ('陳宥蓁', 1), ('老淡水球場', 1), ('立陶宛', 1), ('台北富邦', 1), ('歐陸', 1), ('福爾摩沙台', 1), ('球團', 1), ('中鋒', 1), ('曹薰襄', 1), ('台鋼獵鷹', 1), ('台南台鋼', 1), ('林韋翰', 1), ('T1台鋼', 1), ('谷毛', 1), ('錢韋成', 1), ('錢薇娟', 1), ('緯來體育台', 1), ('Top1', 1), ('高雄', 1), ('新北', 1), ('新莊體育館', 1), ('選秀制', 1), ('ELEVEN Sports', 1), ('火腿鬥士隊', 1), ('埼玉西武獅隊', 1), ('聖傑曼', 1), ('歐洲足球總會', 1), ('馬斯克', 1), ('PSG）', 1), ('豪頓（Howden）集團', 1), ('UEFA', 1), ('FIFPro', 1), ('西甲', 1), ('Nations League', 1), ('歐國聯', 1), ('世界職業足球員協會', 1), ('世足', 1), ('豪頓', 1), ('台灣隊教練團會議', 1), ('王建民', 1), ('陽岱鋼', 1), ('世界棒球經典賽', 1), ('國家隊', 1), ('張建銘', 1), ('吉見', 1), ('世界棒球經典賽台灣隊教練團', 1), ('屏東', 1), ('查普曼', 1), ('Babe Ruth', 1), ('梅沙', 1), ('特律', 1), ('Matt Buschmann', 1), ('Travis Chapman', 1), ('大谷翔平', 1), ('邦茲', 1), ('藍鳥主場羅傑斯中心', 1), ('美聯MVP', 1), ('布希曼', 1), ('Tim Mayza', 1), ('Rogers Centre', 1), ('洋基隊', 1), ('Barry Bonds', 1)]"
證卷,"[('台積電', 24), ('台股', 11), ('潤泰', 11), ('美股', 10), ('美國', 9), ('容逸燊', 9), ('台泥', 9), ('鴻海', 8), ('南山人壽', 6), ('張振山', 6), ('金管會', 5), ('英國央行英格蘭銀行', 4), ('BOE', 4), ('如興', 4), ('潤泰全', 4), ('Yahoo奇摩', 3), ('Fed', 3), ('華新', 3), ('台灣證券交易所', 3), ('陸資', 3), ('程曦', 3), ('早安世界', 3), ('台北', 3), ('道瓊', 2), ('歐洲', 2), ('中信金', 2), ('中央社', 2), ('日本', 2), ('投信', 2), ('央行', 2), ('張水江', 2), ('陳怡如', 2), ('長榮航', 2), ('聯電', 2), ('聯準會', 2), ('日月光投控', 2), ('聯發科', 2), ('吳繼先', 2), ('英國央行', 2), ('潤泰新', 2), ('GDR', 2), ('巴黎', 1), ('歐美', 1), ('法蘭克福', 1), ('倫敦', 1), ('紅台股榜', 1), ('健喬', 1), ('晶心科', 1), ('胡連貿聯', 1), ('中光電', 1), ('建漢', 1), ('威盛', 1), ('胡連康舒貿聯信邦', 1), ('中天', 1), ('馬健喬', 1), ('宏達電', 1), ('中天生技', 1), ('美國聯邦準備理事會', 1), ('虹堡', 1), ('胡連', 1), ('耀華', 1), ('仁寶', 1), ('台企銀', 1), ('COVID-19疫情', 1), ('美國聯準會', 1), ('中國大陸', 1), ('展新法律事務所', 1), ('騰格里國際法律事務所', 1), ('興偉豪', 1), ('興牛', 1), ('行政院', 1), ('牛仔褲廠如興', 1), ('馬潤明', 1), ('洪佩君', 1), ('中信銀託管JDU機會有限公司', 1), ('楊培傑', 1), ('國家發展基金管理會', 1), ('中島健仁', 1), ('股東會', 1), ('桂冠會計師事務所', 1), ('顧啟東', 1), (' 如興', 1), ('翁紹華', 1), ('紀宗明', 1), ('葉淑芳', 1), ('華爾街股市', 1), ('東京', 1), ('台灣期貨交易所', 1), ('北極星藥業-KY', 1), ('佳和', 1), ('倫飛', 1), ('康師傅-DR', 1), ('台光電', 1), ('中視', 1), ('光罩', 1), ('星通', 1), ('華航', 1), ('國巨', 1), ('羅麗芬-KY', 1), ('元大台灣50反1', 1), ('富邦金', 1), ('國泰金', 1), ('兆豐金', 1), ('陽明', 1), ('台新台灣中小基金', 1), ('台達電收', 1), ('長榮', 1), ('ISM', 1), ('潤成投控', 1), ('美聯準會', 1), ('潤泰新潤泰', 1), ('金管會證期局', 1), ('金管會證期局長', 1), ('台灣', 1), ('財政委員會', 1), ('期交所', 1), ('立法院', 1), ('集保結算所', 1), ('櫃買中心', 1), ('股期市', 1), ('盧森堡證券交易所', 1), ('台達電', 1), ('那斯達克', 1), ('台積電ADR', 1), ('ADR', 1), ('費城半導體', 1)]"
產經,"[('台灣', 46), ('金管會', 44), ('英國', 13), ('華航', 11), ('莫德納', 10), ('越南', 10), ('國科會', 9), ('李宜真', 8), ('早安世界', 8), ('張子敏', 8), ('中國', 6), ('NCC', 6), ('唐邦正', 6), ('西門子', 6), ('財政部', 5), ('楊金龍', 5), ('金管會證期局', 4), ('越南統計總局', 4), ('韓國', 4), ('燁聯', 4), ('何世昌', 4), ('聯電', 4), ('澳洲', 3), ('日本', 3), ('787', 3), ('ESG基金', 3), ('莊琇媛', 3), ('立法院', 3), ('國安法', 3), ('蔡壁如', 3), ('歐洲', 3), ('經濟部', 3), ('美國', 3), ('美股', 3), ('台北', 3), ('中航', 3), ('亞太區', 2), ('新加坡', 2), ('中央社', 2), ('波音', 2), ('謝世謙', 2), ('金控集團', 2), ('吳政忠', 2), ('陳國樑', 2), ('胡則華', 2), ('英國央行', 2), ('阮氏香', 2), ('美方', 2), ('四方聯盟', 2), ('Chip 4', 2), ('央行', 2), ('304', 2), ('台灣雲市', 2), ('數位產業署', 2), ('台灣雲市集', 2), ('台灣之星', 2), ('台灣大哥大', 2), ('賴弦五', 2), ('中華電信', 2), ('中華電', 2), ('台台併', 2), ('北台灣', 2), ('台北市', 2), ('桃園市', 2), ('鄭子銘', 2), ('香港', 1), ('CDMO', 1), ('安進', 1), ('柏格斯泰特', 1), ('COVI', 1), ('莫德納台灣股份有限公司', 1), ('馬來西亞', 1), ('亞太', 1), ('Patrick Bergstedt', 1), ('國家隊', 1), ('南韓', 1), ('莫德納台灣', 1), ('787夢幻客機', 1), ('游錫堃', 1), ('787-9', 1), ('美國波音公司', 1), ('波音787-9', 1), ('Ihssane Mounir', 1), ('莫尼爾', 1), ('台捷', 1), ('Dreamliner', 1), ('Boeing', 1), ('交通部', 1), ('異境外基金', 1), ('集保結算所', 1), ('ESG', 1), ('突拉高', 1), ('證交所', 1), ('莊琇媛金管會', 1), ('以色列', 1), ('信託公會', 1), ('立院', 1), ('營業秘密法', 1), ('兩岸人民關係條例', 1), ('唐鳳', 1), ('行政院', 1), ('國家安全法', 1), ('吳政忠國科會', 1), ('公布子法草案', 1), ('智慧財產案件審理法', 1), ('吳宗信', 1), ('役監條例', 1), ('中央政府', 1), ('政大', 1), ('蔡清祥', 1), ('民眾黨團', 1), ('張其祿', 1), ('中央', 1), ('邱臣遠', 1), ('台灣民眾黨', 1), ('黨團', 1), ('北美', 1), ('胡則華金管會', 1), ('金融防', 1), ('金管會銀行局', 1), ('國家金融情勢監控本國銀行', 1), ('國銀行', 1), ('金管會保險局', 1), ('林志憲', 1), ('中央存保公司', 1), ('童政彰', 1), ('VNA', 1), ('統計總局', 1), ('GSO）', 1), ('COVID-19疫情', 1), ('Nguyen Thi Huong', 1), ('越南國家銀行', 1), ('越南央行', 1), ('越通社', 1), ('SBV', 1), ('Joe Biden）', 1), ('美-東亞半導體供應鏈彈性工作小組', 1), ('美國在台協會', 1), ('晶片四方聯盟', 1), ('韓聯社', 1), ('Fab 4', 1), ('AIT', 1), ('貿易局', 1), ('ETF', 1), ('華邦電', 1), ('元大證券府城分公司', 1), ('英國央行英格蘭銀行', 1), ('亞洲', 1), ('台股', 1), ('美國聯準會', 1), ('BOE', 1), ('中央銀行', 1), ('俄烏戰爭', 1), ('鋼廠', 1), ('歐洲鋼廠', 1), ('浦項鋼廠', 1), ('博仁堂食品有限公司', 1), ('台灣雲市集推動成果記者會', 1), ('雪王食品', 1), ('數位部數位產業署', 1), ('數位發展部', 1), ('林之晨', 1), ('蘇思云', 1), ('亞太電信', 1), ('1GHz', 1), ('李南玫', 1), ('林東閔', 1), ('王正嘉', 1), ('朱曉幸', 1), ('江明晏', 1), ('台灣人', 1), ('台灣大', 1), ('499', 1), ('王維菁', 1), ('電信管理法', 1), ('國家通訊傳播委員會', 1), ('新北市', 1), ('龜山', 1), ('住展雜誌研發長', 1), ('東區', 1), ('新莊', 1), ('竹北', 1), ('中壢', 1), ('桃園', 1), ('寶山區', 1), ('北投士林科技園區', 1), ('新竹', 1), ('俄羅斯', 1), ('巴西', 1), ('中航船隊', 1), ('哥倫比亞', 1), ('南非', 1), ('海岬', 1), ('國際海事組織（IMO', 1), ('Newcastlemax', 1), ('益華 22奈米AMS', 1), ('鄭子銘聯電', 1)]"
娛樂,"[('紀曉君', 14), ('香港', 10), ('張曼玉', 10), ('許瑋甯', 9), ('聞天祥', 9), ('早安世界', 8), ('關錦鵬', 8), ('曾國城', 8), ('金馬獎', 7), ('廖家儀', 7), ('台灣', 7), ('袁惟仁', 7), ('吳慷仁', 7), ('姚坤君', 6), ('陳文茜', 6), ('阮玲玉', 6), ('姚元浩', 6), ('唐綺陽', 6), ('韋禮安', 6), ('李安', 6), ('台東', 5), ('金馬執委會', 5), ('林煥鈞', 5), ('澤倫斯基', 5), ('烏克蘭', 5), ('吳映潔', 5), ('伍佰', 5), ('林心如', 5), ('羅巧倫', 4), ('陳仙梅', 4), ('金鐘獎', 4), ('中國', 4), ('台北', 4), ('曾寶儀', 4), ('林志玲', 4), ('小棣', 3), ('王小棣', 3), ('公視', 3), ('華語', 3), ('酷力歐', 3), ('張孝全', 3), ('庹宗康', 3), ('浩子', 3), ('秀秀', 3), ('台北小巨蛋', 3), ('戲劇類', 3), ('臥虎藏龍', 3), ('江宜蓉', 3), ('金馬', 3), ('郭雪芙', 3), ('謝欣穎', 3), ('楊謹華', 3), ('胡德夫', 2), ('張耀仁', 2), ('第59', 2), ('法新社', 2), ('黃雪琴', 2), ('林佳辰', 2), ('李哲言', 2), ('周子翔', 2), ('Ozone', 2), ('國父紀念館', 2), ('俄烏戰爭', 2), ('蔡琴', 2), ('紀寶如', 2), ('上海', 2), ('中央社', 2), ('Netflix', 2), ('賈靜雯', 2), ('林晨曦', 2), ('波希', 2), ('葛萊美獎', 2), ('炎亞綸', 2), ('屏東', 2), ('莎莎', 2), ('美國', 2), ('AKIRA', 2), ('日本', 2), ('志玲', 2), ('阿朱媽', 2), ('薛仕凌', 2), ('港片', 2), ('張艾嘉', 2), ('韓國', 2), ('陳為民', 2), ('淡江大學', 1), ('葛盈瑄', 1), ('中華電信MOD', 1), ('MyVideo', 1), ('黃衍仁', 1), ('張繼聰', 1), ('袁澧林', 1), ('阿斯頓', 1), ('佳士得拍賣公司', 1), (""Christie's"", 1), ('EON Productions', 1), ('Aston Martin DB', 1), ('DB5', 1), ('英國永世製片公司', 1), ('阿斯頓馬丁DB5', 1), ('阿斯頓馬丁', 1), ('市井豪門', 1), ('吳皓昇', 1), ('民視', 1), ('何豪傑', 1), ('阿平', 1), ('周祖安', 1), ('黃文廷', 1), ('吳小帽', 1), ('全明星運動會', 1), ('金鐘網路人氣票選活動', 1), ('第57', 1), ('三立電視', 1), ('Olga Tokariuk', 1), ('陳映妤', 1), ('奧爾加', 1), ('敏迪', 1), ('Volodymyr Zelenskyy', 1), ('安多利', 1), ('烏克蘭人', 1), ('俄羅斯', 1), ('台灣優質生命協會', 1), ('英文', 1), ('郭台銘', 1), ('顏聖華', 1), ('莫子儀', 1), ('李程彬', 1), ('李霈瑜', 1), ('慷仁', 1), ('莫尼森', 1), ('Grammy Awards', 1), ('賓州匹茲堡', 1), ('康普敦', 1), ('Tommy Boy Records', 1), ('Artis Leon Ivey Jr', 1), ('亞提斯．李昂．艾維', 1), ('洛杉磯', 1), ('Stevie Wonder', 1), ('Monessen', 1), ('Fantastic Voyage', 1), ('加州', 1), ('美聯社', 1), ('Thief', 1), ('Jarez Posey', 1), ('蜜雪兒菲佛', 1), ('Pastime Paradise', 1), ('Pittsburgh', 1), ('Compton', 1), ('史提夫汪達', 1), ('梅豔芳', 1), ('第59屆金馬獎', 1), ('李子雄', 1), ('柏林', 1), ('劉嘉玲', 1), ('梁家輝', 1), ('梅艷芳', 1), ('秦漢', 1), ('王家衛', 1), ('吳啟華', 1), ('葉童', 1), ('中文台', 1), ('台視', 1), ('伍佰 & China Blue', 1), ('伍佰伍佰', 1), ('Rock Star', 1), ('COVI', 1), ('高雄', 1), ('益智及實境節目主持人獎', 1), ('生活風格節目主持人獎', 1), ('第57屆電視金鐘獎頒獎典禮', 1), ('曾國寶', 1), ('金鐘典禮', 1), ('日文', 1), ('韓文', 1), ('奧斯卡金像獎', 1), ('楊紫瓊', 1), ('玉嬌龍', 1), ('周潤發', 1), ('奧斯卡', 1), ('志玲姊姊慈善基金會', 1), ('誠品松菸表演廳', 1), ('黑澤良平', 1), ('柯震東', 1), ('宋柏緯', 1), ('濁水漂流', 1), ('何書銘', 1), ('巴基斯坦', 1), ('新加坡', 1), ('劉國瑞', 1), ('白日青春', 1), ('曾英庭', 1), ('金馬影展', 1), ('張作驥', 1), ('李夢苡樺', 1), ('于子育', 1), ('黑的教育', 1), ('蔡凡熙', 1), ('李國煌', 1), ('蔡明亮', 1), ('尹馨', 1)]"
